t_s,weight
0.0077,0.0
0.016,0.0
0.0243,0.0
0.0327,0.0
0.041,0.0
0.0494,0.0
0.0577,0.0
0.066,0.0
0.0744,0.0
0.0827,0.0
0.0911,0.0
0.0994,0.0
0.1078,0.0
0.1161,0.0
0.1244,0.0
0.1328,0.0
0.1411,0.0
0.1495,0.0
0.1578,0.0
0.1661,0.0
0.1745,0.0
0.1828,0.0
0.1912,0.0
0.1995,0.0
0.2079,0.0
0.2162,0.0
0.2245,0.0
0.2329,0.0
0.2412,0.0
0.2496,0.0
0.2579,0.0
0.2662,0.0
0.2746,0.0
0.2829,0.0
0.2913,0.0
0.2996,0.0
0.308,0.0
0.3163,0.0
0.3246,0.0
0.333,0.0
0.3413,0.0
0.3497,0.0
0.358,0.0
0.3663,0.0
0.3747,0.0
0.383,0.0
0.3914,0.0
0.3997,0.0
0.4081,0.0
0.4164,0.0
0.4247,0.0
0.4331,0.0
0.4414,0.0
0.4498,0.0
0.4581,0.0
0.4664,0.0
0.4748,0.0
0.4831,0.0
0.4915,0.0
0.4998,0.0
0.5082,0.0
0.5165,0.0
0.5248,0.0
0.5332,0.0
0.5415,0.0
0.5499,0.0
0.5582,0.0
0.5665,0.0
0.5749,0.0
0.5832,0.0
0.5916,0.0
0.5999,0.0
0.6083,0.0
0.6166,0.0
0.6249,0.0
0.6333,0.0
0.6416,0.0
0.65,0.0
0.6583,0.0
0.6666,0.0
0.675,0.0
0.6833,0.0
0.6917,0.0
0.7,0.0
0.7084,0.0
0.7167,0.0
0.725,0.0
0.7334,0.0
0.7417,0.0
0.7501,0.0
0.7584,0.0
0.7667,0.0
0.7751,0.0
0.7834,0.0
0.7918,0.0
0.8001,0.0
0.8085,0.0
0.8168,0.0
0.8251,0.0
0.8335,0.0
0.8418,0.0
0.8502,0.0
0.8585,0.0
0.8668,0.0
0.8752,0.0
0.8835,0.0
0.8919,0.0
0.9002,0.0
0.9086,0.0
0.9169,0.0
0.9252,0.0
0.9336,0.0
0.9419,0.0
0.9503,0.0
0.9586,0.0
0.9669,0.0
0.9753,0.0
0.9836,0.0
0.992,0.0
1.0003,0.0
1.0087,0.0
1.017,0.0
1.0253,0.0
1.0337,0.0
1.042,0.0
1.0504,0.0
1.0587,0.0
1.067,0.0
1.0754,0.0
1.0837,0.0
1.0921,0.0
1.1004,0.0
1.1088,0.0
1.1171,0.0
1.1254,0.0
1.1338,4.0
1.1421,4.0
1.1505,4.0
1.1588,4.0
1.1671,4.0
1.1755,4.0
1.1838,4.0
1.1922,4.0
1.2005,4.0
1.2089,4.0
1.2172,4.0
1.2255,4.0
1.2339,6.0
1.2422,6.0
1.2506,6.0
1.2589,6.0
1.2672,6.0
1.2756,6.0
1.2839,6.0
1.2923,6.0
1.3006,6.0
1.309,6.0
1.3173,6.0
1.3256,6.0
1.334,6.0
1.3423,33.5
1.3507,33.5
1.359,33.5
1.3673,33.5
1.3757,33.5
1.384,33.5
1.3924,33.5
1.4007,33.5
1.4091,33.5
1.4174,33.5
1.4257,33.5
1.4341,33.5
1.4424,33.5
1.4508,33.5
1.4591,33.5
1.4674,33.5
1.4758,33.5
1.4841,33.5
1.4925,33.5
1.5008,33.5
1.5092,33.5
1.5175,33.7
1.5258,34.0
1.5342,34.0
1.5425,34.0
1.5509,34.9
1.5592,35.7
1.5675,36.6
1.5759,37.4
1.5842,38.3
1.5926,39.2
1.6009,40.0
1.6093,40.0
1.6176,40.0
1.6259,40.0
1.6343,40.0
1.6426,40.0
1.651,40.0
1.6593,40.0
1.6676,40.0
1.676,46.5
1.6843,46.5
1.6927,46.5
1.701,46.5
1.7094,46.5
1.7177,46.5
1.726,46.5
1.7344,46.5
1.7427,46.5
1.7511,46.5
1.7594,48.7
1.7677,51.6
1.7761,54.5
1.7844,57.3
1.7928,60.2
1.8011,63.0
1.8095,63.0
1.8178,63.0
1.8261,63.0
1.8345,63.0
1.8428,63.0
1.8512,63.0
1.8595,63.0
1.8678,63.0
1.8762,63.0
1.8845,67.0
1.8929,67.0
1.9012,67.0
1.9096,67.0
1.9179,67.0
1.9262,67.0
1.9346,77.2
1.9429,77.2
1.9513,77.2
1.9596,77.2
1.9679,77.2
1.9763,77.2
1.9846,77.2
1.993,77.2
2.0013,77.2
2.0097,77.2
2.018,77.2
2.0263,77.2
2.0347,78.0
2.043,88.0
2.0514,88.0
2.0597,88.0
2.068,88.0
2.0764,88.0
2.0847,88.0
2.0931,88.0
2.1014,88.0
2.1098,88.0
2.1181,88.0
2.1264,88.0
2.1348,88.0
2.1431,88.0
2.1515,88.0
2.1598,88.0
2.1681,88.0
2.1765,92.9
2.1848,92.9
2.1932,92.9
2.2015,92.9
2.2099,92.9
2.2182,92.9
2.2265,92.9
2.2349,98.1
2.2432,98.1
2.2516,98.1
2.2599,98.1
2.2682,98.1
2.2766,98.1
2.2849,98.1
2.2933,98.1
2.3016,98.1
2.31,98.1
2.3183,98.1
2.3266,98.1
2.335,100.1
2.3433,102.1
2.3517,104.1
2.36,106.1
2.3683,108.1
2.3767,110.1
2.385,112.1
2.3934,114.1
2.4017,114.1
2.4101,114.1
2.4184,114.1
2.4267,114.1
2.4351,118.1
2.4434,118.1
2.4518,118.1
2.4601,118.1
2.4684,118.1
2.4768,118.1
2.4851,118.1
2.4935,118.1
2.5018,118.1
2.5102,118.1
2.5185,118.1
2.5268,118.1
2.5352,123.1
2.5435,127.1
2.5519,127.1
2.5602,127.1
2.5685,127.1
2.5769,127.1
2.5852,127.1
2.5936,127.1
2.6019,127.1
2.6103,127.1
2.6186,127.1
2.6269,127.1
2.6353,129.1
2.6436,129.1
2.652,134.7
2.6603,134.7
2.6686,134.7
2.677,134.7
2.6853,134.7
2.6937,134.7
2.702,134.7
2.7104,134.7
2.7187,135.7
2.727,137.4
2.7354,139.1
2.7437,140.7
2.7521,142.4
2.7604,142.6
2.7687,142.6
2.7771,142.6
2.7854,142.6
2.7938,142.6
2.8021,142.6
2.8105,142.6
2.8188,142.6
2.8271,144.1
2.8355,144.1
2.8438,149.1
2.8522,149.1
2.8605,149.1
2.8688,149.1
2.8772,149.1
2.8855,149.1
2.8939,149.1
2.9022,149.1
2.9106,149.1
2.9189,149.1
2.9272,149.1
2.9356,149.8
2.9439,150.5
2.9523,151.2
2.9606,151.9
2.9689,152.7
2.9773,153.4
2.9856,154.1
2.994,154.8
3.0023,155.5
3.0107,156.2
3.019,156.9
3.0273,157.7
3.0357,158.4
3.044,159.1
3.0524,159.8
3.0607,160.5
3.069,161.2
3.0774,161.9
3.0857,162.7
3.0941,163.4
3.1024,164.1
3.1108,164.1
3.1191,164.1
3.1274,165.8
3.1358,167.4
3.1441,169.1
3.1525,170.8
3.1608,172.4
3.1691,172.6
3.1775,172.6
3.1858,172.6
3.1942,172.6
3.2025,172.6
3.2109,172.6
3.2192,175.1
3.2275,175.1
3.2359,175.1
3.2442,178.1
3.2526,178.1
3.2609,178.1
3.2692,178.1
3.2776,178.1
3.2859,178.1
3.2943,178.1
3.3026,178.1
3.311,178.1
3.3193,178.1
3.3276,178.1
3.336,187.0
3.3443,187.0
3.3527,187.0
3.361,187.0
3.3693,187.0
3.3777,187.0
3.386,187.0
3.3944,187.0
3.4027,187.0
3.4111,187.0
3.4194,187.0
3.4277,188.1
3.4361,188.1
3.4444,188.1
3.4528,188.1
3.4611,188.1
3.4694,193.0
3.4778,193.0
3.4861,193.0
3.4945,193.0
3.5028,193.0
3.5112,193.0
3.5195,193.0
3.5278,198.1
3.5362,198.1
3.5445,198.1
3.5529,198.1
3.5612,198.1
3.5695,198.1
3.5779,198.1
3.5862,198.1
3.5946,198.1
3.6029,198.1
3.6113,198.1
3.6196,198.1
3.6279,198.9
3.6363,199.6
3.6446,200.4
3.653,201.1
3.6613,201.9
3.6696,202.6
3.678,203.4
3.6863,204.1
3.6947,204.1
3.703,204.1
3.7114,204.1
3.7197,204.1
3.728,208.1
3.7364,208.1
3.7447,208.1
3.7531,208.1
3.7614,211.9
3.7697,211.9
3.7781,211.9
3.7864,211.9
3.7948,211.9
3.8031,211.9
3.8115,217.9
3.8198,217.9
3.8281,217.9
3.8365,217.9
3.8448,217.9
3.8532,217.9
3.8615,217.9
3.8698,217.9
3.8782,219.1
3.8865,219.1
3.8949,219.1
3.9032,219.1
3.9116,219.1
3.9199,219.1
3.9282,219.1
3.9366,223.9
3.9449,223.9
3.9533,223.9
3.9616,223.9
3.9699,223.9
3.9783,223.9
3.9866,223.9
3.995,223.9
4.0033,223.9
4.0117,227.1
4.02,227.1
4.0283,227.1
4.0367,227.1
4.045,227.1
4.0534,227.1
4.0617,227.1
4.07,227.1
4.0784,227.1
4.0867,227.1
4.0951,227.1
4.1034,227.1
4.1118,227.1
4.1201,227.1
4.1284,227.1
4.1368,229.6
4.1451,232.1
4.1535,232.1
4.1618,232.1
4.1701,232.1
4.1785,232.1
4.1868,232.1
4.1952,232.1
4.2035,232.1
4.2119,232.1
4.2202,232.1
4.2285,237.7
4.2369,237.7
4.2452,237.7
4.2536,237.7
4.2619,237.7
4.2702,237.7
4.2786,237.7
4.2869,237.7
4.2953,237.7
4.3036,237.7
4.312,238.1
