t_s,weight
4.3203,238.1
4.3286,238.1
4.337,238.1
4.3453,238.1
4.3537,238.1
4.362,239.1
4.3703,239.1
4.3787,239.1
4.387,239.1
4.3954,239.1
4.4037,239.1
4.4121,239.1
4.4204,239.1
4.4287,239.4
4.4371,239.7
4.4454,240.0
4.4538,240.3
4.4621,240.5
4.4704,240.5
4.4788,240.5
4.4871,240.5
4.4955,240.5
4.5038,240.5
4.5122,240.5
4.5205,240.5
4.5288,240.5
4.5372,240.5
4.5455,240.5
4.5539,240.5
4.5622,240.5
4.5705,240.5
4.5789,240.5
4.5872,240.5
4.5956,240.5
4.6039,240.5
4.6123,240.5
4.6206,240.5
4.6289,240.5
4.6373,240.5
4.6456,240.5
4.654,240.5
4.6623,240.5
4.6706,240.5
4.679,240.5
4.6873,240.5
4.6957,240.5
4.704,240.5
4.7124,240.5
4.7207,240.5
4.729,240.5
4.7374,240.5
4.7457,240.5
4.7541,240.5
4.7624,240.5
4.7707,240.5
4.7791,240.5
4.7874,240.5
4.7958,240.5
4.8041,240.5
4.8125,240.5
4.8208,240.5
4.8291,240.5
4.8375,240.5
4.8458,240.5
4.8542,240.5
4.8625,240.5
4.8708,240.5
4.8792,240.5
4.8875,240.5
4.8959,240.5
4.9042,240.5
4.9126,240.5
4.9209,240.5
4.9292,240.5
4.9376,240.5
4.9459,240.5
4.9543,240.5
4.9626,240.5
4.9709,240.5
4.9793,240.5
4.9876,240.5
4.996,240.5
5.0043,240.5
5.0127,240.5
5.021,240.5
5.0293,240.5
5.0377,240.5
5.046,240.5
5.0544,240.5
5.0627,240.5
5.071,240.5
5.0794,240.5
5.0877,240.5
5.0961,240.5
5.1044,240.5
5.1128,240.5
5.1211,240.5
5.1294,240.5
5.1378,240.5
5.1461,240.5
5.1545,240.5
5.1628,240.5
5.1711,240.5
5.1795,240.5
5.1878,240.5
5.1962,240.5
5.2045,240.5
5.2129,240.5
5.2212,240.5
5.2295,240.5
5.2379,240.5
5.2462,240.5
5.2546,240.5
5.2629,240.5
5.2712,240.5
5.2796,240.5
5.2879,240.5
5.2963,240.5
5.3046,240.5
5.313,240.5
5.3213,240.5
5.3296,240.5
5.338,240.5
5.3463,240.5
5.3547,240.5
5.363,240.5
5.3713,240.5
5.3797,240.5
5.388,240.5
5.3964,240.5
5.4047,240.5
5.4131,240.5
5.4214,240.5
5.4297,240.5
5.4381,240.5
5.4464,240.5
5.4548,240.5
5.4631,240.5
5.4714,240.5
5.4798,240.5
5.4881,240.5
5.4965,240.5
5.5048,240.5
5.5132,240.5
5.5215,240.5
5.5298,240.5
5.5382,240.5
5.5465,240.5
5.5549,240.5
5.5632,240.5
5.5715,240.5
5.5799,240.5
5.5882,240.5
5.5966,240.5
5.6049,240.5
5.6133,240.5
5.6216,240.5
5.6299,240.5
5.6383,240.5
5.6466,240.5
5.655,240.5
5.6633,240.5
5.6716,240.5
5.68,240.5
5.6883,240.5
5.6967,240.5
