t_s,weight
0.0062,0.0
0.0145,0.0
0.0229,0.0
0.0312,0.0
0.0395,0.0
0.0479,0.0
0.0562,0.0
0.0646,0.0
0.0729,0.0
0.0813,0.0
0.0896,0.0
0.0979,0.0
0.1063,0.0
0.1146,0.0
0.123,0.0
0.1313,0.0
0.1396,0.0
0.148,0.0
0.1563,0.0
0.1647,0.0
0.173,0.0
0.1814,0.0
0.1897,0.0
0.198,0.0
0.2064,0.0
0.2147,0.0
0.2231,0.0
0.2314,0.0
0.2397,0.0
0.2481,0.0
0.2564,0.0
0.2648,0.0
0.2731,0.0
0.2815,0.0
0.2898,0.0
0.2981,0.0
0.3065,0.0
0.3148,0.0
0.3232,0.0
0.3315,0.0
0.3398,0.0
0.3482,0.0
0.3565,0.0
0.3649,0.0
0.3732,0.0
0.3816,0.0
0.3899,0.0
0.3982,0.0
0.4066,0.0
0.4149,0.0
0.4233,0.0
0.4316,0.0
0.4399,0.0
0.4483,0.0
0.4566,0.0
0.465,0.0
0.4733,0.0
0.4817,0.0
0.49,0.0
0.4983,0.0
0.5067,0.0
0.515,0.0
0.5234,0.0
0.5317,0.0
0.54,0.0
0.5484,0.0
0.5567,0.0
0.5651,0.0
0.5734,0.0
0.5818,0.0
0.5901,0.0
0.5984,0.0
0.6068,0.0
0.6151,0.0
0.6235,0.0
0.6318,0.0
0.6401,0.0
0.6485,0.0
0.6568,0.0
0.6652,0.0
0.6735,0.0
0.6819,0.0
0.6902,0.0
0.6985,0.0
0.7069,0.0
0.7152,0.0
0.7236,0.0
0.7319,0.0
0.7403,0.0
0.7486,0.0
0.7569,0.0
0.7653,0.0
0.7736,0.0
0.782,0.0
0.7903,0.0
0.7986,0.0
0.807,0.0
0.8153,0.0
0.8237,0.0
0.832,0.0
0.8404,0.0
0.8487,0.0
0.857,0.0
0.8654,0.0
0.8737,0.0
0.8821,0.0
0.8904,0.0
0.8987,0.0
0.9071,0.0
0.9154,0.0
0.9238,0.0
0.9321,0.0
0.9405,0.0
0.9488,0.0
0.9571,0.0
0.9655,0.0
0.9738,0.0
0.9822,0.0
0.9905,0.0
0.9988,0.0
1.0072,0.0
1.0155,0.0
1.0239,0.0
1.0322,0.0
1.0406,0.0
1.0489,0.0
1.0572,0.0
1.0656,0.0
1.0739,0.0
1.0823,0.0
1.0906,0.0
1.0989,0.0
1.1073,0.0
1.1156,0.0
1.124,0.0
1.1323,0.0
1.1407,0.0
1.149,0.0
1.1573,0.0
1.1657,0.0
1.174,0.0
1.1824,0.0
1.1907,0.0
1.199,1.6
1.2074,3.1
1.2157,3.1
1.2241,3.1
1.2324,3.1
1.2408,3.1
1.2491,3.1
1.2574,3.1
1.2658,3.1
1.2741,3.1
1.2825,3.1
1.2908,3.1
1.2991,3.1
1.3075,3.1
1.3158,21.9
1.3242,21.9
1.3325,21.9
1.3409,21.9
1.3492,21.9
1.3575,21.9
1.3659,21.9
1.3742,21.9
1.3826,21.9
1.3909,21.9
1.3992,23.0
1.4076,23.0
1.4159,25.5
1.4243,26.2
1.4326,26.2
1.441,26.2
1.4493,26.2
1.4576,26.2
1.466,26.2
1.4743,26.2
1.4827,26.2
1.491,26.2
1.4993,26.2
1.5077,26.2
1.516,26.2
1.5244,28.0
1.5327,30.0
1.5411,32.0
1.5494,37.0
1.5577,42.0
1.5661,42.0
1.5744,42.0
1.5828,42.0
1.5911,42.0
1.5994,42.0
1.6078,46.3
1.6161,46.3
1.6245,46.3
1.6328,46.3
1.6412,46.3
1.6495,46.3
1.6578,46.3
1.6662,46.3
1.6745,46.3
1.6829,46.3
1.6912,46.3
1.6995,46.3
1.7079,46.7
1.7162,47.4
1.7246,48.1
1.7329,48.9
1.7413,49.6
1.7496,50.3
1.7579,51.0
1.7663,51.0
1.7746,51.0
1.783,51.0
1.7913,51.0
1.7996,51.0
1.808,57.0
1.8163,57.0
1.8247,57.0
1.833,57.0
1.8414,57.0
1.8497,57.0
1.858,57.0
1.8664,57.0
1.8747,57.0
1.8831,57.0
1.8914,57.0
1.8997,60.5
1.9081,64.0
1.9164,64.0
1.9248,64.0
1.9331,64.0
1.9415,64.0
1.9498,64.0
1.9581,64.0
1.9665,64.0
1.9748,64.0
1.9832,64.0
1.9915,64.0
1.9998,64.0
2.0082,65.3
2.0165,66.7
2.0249,68.0
2.0332,69.3
2.0416,70.7
2.0499,72.0
2.0582,72.0
2.0666,72.0
2.0749,72.0
2.0833,72.0
2.0916,72.0
2.0999,77.3
2.1083,82.7
2.1166,85.3
2.125,85.3
2.1333,85.3
2.1417,85.3
2.15,85.3
2.1583,85.3
2.1667,85.3
2.175,85.3
2.1834,85.3
2.1917,86.1
2.2,86.1
2.2084,86.1
2.2167,86.1
2.2251,86.1
2.2334,86.1
2.2418,86.1
2.2501,86.1
2.2584,86.1
2.2668,86.1
2.2751,86.1
2.2835,86.1
2.2918,86.1
2.3001,86.1
2.3085,86.1
2.3168,88.0
2.3252,88.0
2.3335,88.0
2.3419,88.0
2.3502,88.0
2.3585,88.0
2.3669,88.0
2.3752,88.0
2.3836,88.0
2.3919,88.0
2.4002,88.0
2.4086,88.0
2.4169,88.0
2.4253,88.0
2.4336,89.0
2.442,90.0
2.4503,90.0
2.4586,90.0
2.467,90.0
2.4753,90.0
2.4837,90.0
2.492,90.0
2.5003,90.0
2.5087,90.0
2.517,90.0
2.5254,90.0
2.5337,90.0
2.5421,90.0
2.5504,90.0
2.5587,90.0
2.5671,90.0
2.5754,90.0
