t_s,weight
2.5838,90.0
2.5921,90.0
2.6004,90.0
2.6088,90.0
2.6171,90.0
2.6255,90.0
2.6338,90.0
2.6422,90.0
2.6505,90.0
2.6588,90.0
2.6672,90.0
2.6755,90.0
2.6839,90.0
2.6922,90.0
2.7005,90.0
2.7089,90.0
2.7172,90.0
2.7256,90.0
2.7339,90.0
2.7423,90.0
2.7506,90.0
2.7589,90.0
2.7673,90.0
2.7756,90.0
2.784,90.0
2.7923,90.0
2.8006,90.0
2.809,90.0
2.8173,90.0
2.8257,90.0
2.834,90.0
2.8424,90.0
2.8507,90.0
2.859,90.0
2.8674,90.0
2.8757,90.0
2.8841,90.0
2.8924,90.0
2.9007,90.0
2.9091,90.0
2.9174,90.0
2.9258,90.0
2.9341,90.0
2.9425,90.0
2.9508,90.0
2.9591,90.0
2.9675,90.0
2.9758,90.0
2.9842,90.0
2.9925,90.0
3.0008,90.0
3.0092,90.0
3.0175,90.0
3.0259,90.0
3.0342,90.0
3.0426,90.0
3.0509,90.0
3.0592,90.0
3.0676,90.0
3.0759,90.0
3.0843,90.0
3.0926,90.0
3.1009,90.0
3.1093,90.0
3.1176,90.0
3.126,90.0
3.1343,90.0
3.1427,90.0
3.151,90.0
3.1593,90.0
3.1677,90.0
3.176,90.0
3.1844,90.0
3.1927,90.0
3.201,90.0
3.2094,90.0
3.2177,90.0
3.2261,90.0
3.2344,90.0
3.2428,90.0
3.2511,90.0
3.2594,90.0
3.2678,90.0
3.2761,90.0
3.2845,90.0
3.2928,90.0
3.3011,90.0
3.3095,90.0
3.3178,90.0
3.3262,90.0
3.3345,90.0
3.3429,90.0
3.3512,90.0
3.3595,90.0
3.3679,90.0
3.3762,90.0
3.3846,90.0
3.3929,90.0
3.4012,90.0
3.4096,90.0
3.4179,90.0
3.4263,90.0
3.4346,90.0
3.443,90.0
3.4513,90.0
3.4596,90.0
3.468,90.0
3.4763,90.0
3.4847,90.0
3.493,90.0
3.5013,90.0
3.5097,90.0
3.518,90.0
3.5264,90.0
3.5347,90.0
