t_s,weight
1.2665,8.0
1.2748,8.0
1.2832,8.0
1.2915,8.0
1.2999,8.0
1.3082,8.0
1.3165,8.0
1.3249,8.0
1.3332,8.0
1.3416,8.0
1.3499,8.0
1.3583,8.0
1.3666,8.0
1.3749,8.0
1.3833,8.0
1.3916,8.0
1.4,8.0
1.4083,8.0
1.4166,8.0
1.425,8.0
1.4333,8.0
1.4417,8.0
1.45,8.0
1.4584,8.0
1.4667,8.0
1.475,8.0
1.4834,8.0
1.4917,8.5
1.5001,8.9
1.5084,9.4
1.5167,9.9
1.5251,10.3
1.5334,10.8
1.5418,11.3
1.5501,11.7
1.5585,12.2
1.5668,12.7
1.5751,13.1
1.5835,13.6
1.5918,14.1
1.6002,14.5
1.6085,15.0
1.6168,15.5
1.6252,15.9
1.6335,16.4
1.6419,16.9
1.6502,17.3
1.6586,17.8
1.6669,18.3
1.6752,18.7
1.6836,19.2
1.6919,19.7
1.7003,20.1
1.7086,20.6
1.7169,21.1
1.7253,21.5
1.7336,22.0
1.742,22.5
1.7503,22.9
1.7587,23.4
1.767,23.9
1.7753,24.3
1.7837,24.8
1.792,25.3
1.8004,25.7
1.8087,26.2
1.817,26.7
1.8254,27.2
1.8337,27.6
1.8421,28.1
1.8504,28.6
1.8588,29.0
1.8671,29.4
1.8754,29.7
1.8838,30.1
1.8921,30.4
1.9005,30.7
1.9088,31.1
1.9171,31.4
1.9255,31.8
1.9338,32.1
1.9422,32.5
1.9505,32.8
1.9589,33.2
1.9672,33.5
1.9755,33.8
1.9839,34.2
1.9922,34.5
2.0006,34.9
2.0089,35.2
2.0172,35.6
2.0256,35.9
2.0339,36.3
2.0423,36.6
2.0506,37.0
2.059,37.3
2.0673,37.6
2.0756,38.0
2.084,38.3
2.0923,38.7
2.1007,39.0
2.109,39.0
2.1173,39.0
2.1257,39.0
2.134,39.0
2.1424,39.0
2.1507,39.0
2.1591,39.0
2.1674,39.0
2.1757,39.0
2.1841,39.0
2.1924,39.0
2.2008,39.0
2.2091,39.0
2.2174,39.0
2.2258,39.0
2.2341,39.0
2.2425,39.0
2.2508,39.0
2.2592,39.0
2.2675,40.0
2.2758,40.9
2.2842,41.8
2.2925,42.8
2.3009,43.7
2.3092,44.7
2.3175,45.6
2.3259,46.5
2.3342,47.5
2.3426,48.4
2.3509,49.3
2.3593,50.3
2.3676,51.2
2.3759,52.2
2.3843,53.1
2.3926,54.0
2.401,54.0
2.4093,54.0
2.4176,54.0
2.426,54.0
2.4343,54.0
2.4427,54.0
2.451,54.0
2.4594,54.0
2.4677,54.8
2.476,55.6
2.4844,56.3
2.4927,57.1
2.5011,57.9
2.5094,58.7
2.5177,59.4
2.5261,60.2
2.5344,61.0
2.5428,61.7
2.5511,62.5
2.5595,63.3
2.5678,64.0
2.5761,64.0
2.5845,64.0
2.5928,64.0
2.6012,64.0
2.6095,64.0
2.6178,64.0
2.6262,64.0
2.6345,64.0
2.6429,64.0
2.6512,64.6
2.6596,65.2
2.6679,65.8
2.6762,66.4
2.6846,67.0
2.6929,67.6
2.7013,68.2
2.7096,68.7
2.7179,69.3
2.7263,69.9
2.7346,70.5
2.743,71.1
2.7513,71.7
2.7597,72.3
2.768,72.9
2.7763,73.5
2.7847,74.0
2.793,74.0
2.8014,77.0
2.8097,77.0
2.818,77.0
2.8264,77.0
2.8347,79.0
2.8431,81.0
2.8514,83.1
2.8598,83.1
2.8681,83.1
2.8764,83.1
2.8848,89.1
2.8931,89.1
2.9015,89.1
2.9098,89.1
2.9181,89.1
2.9265,89.1
2.9348,89.1
2.9432,89.1
2.9515,89.1
2.9599,89.1
2.9682,89.1
2.9765,89.1
2.9849,89.1
2.9932,89.1
3.0016,89.1
3.0099,89.1
3.0182,89.6
3.0266,90.1
3.0349,90.6
3.0433,91.1
3.0516,91.6
3.06,92.2
3.0683,92.7
3.0766,93.2
3.085,93.7
3.0933,94.2
3.1017,94.7
3.11,95.3
3.1183,95.8
3.1267,96.3
3.135,96.8
3.1434,97.3
3.1517,97.9
3.1601,98.4
3.1684,98.9
3.1767,99.4
3.1851,99.9
3.1934,100.4
3.2018,101.0
3.2101,101.5
3.2184,102.0
3.2268,102.5
3.2351,103.0
3.2435,103.5
3.2518,104.1
3.2602,104.1
3.2685,104.1
3.2768,104.1
3.2852,104.1
3.2935,105.2
3.3019,106.3
3.3102,107.4
3.3185,108.5
3.3269,109.6
3.3352,110.7
3.3436,111.8
3.3519,112.9
3.3603,114.0
3.3686,115.1
3.3769,116.2
3.3853,117.3
3.3936,118.4
3.402,119.5
3.4103,120.7
3.4186,121.8
3.427,122.9
3.4353,124.0
3.4437,125.1
3.452,125.1
3.4604,125.1
3.4687,125.1
3.477,125.1
3.4854,125.1
3.4937,125.1
3.5021,125.1
3.5104,125.1
3.5187,125.1
3.5271,125.1
3.5354,126.4
3.5438,127.6
3.5521,128.9
3.5605,130.2
3.5688,131.4
3.5771,132.7
3.5855,134.0
3.5938,135.3
3.6022,136.5
3.6105,136.5
3.6188,136.5
3.6272,136.5
3.6355,136.5
3.6439,136.5
3.6522,136.5
3.6606,136.5
3.6689,136.5
3.6772,136.5
3.6856,136.5
3.6939,136.5
3.7023,136.5
3.7106,136.5
3.7189,136.5
3.7273,136.5
3.7356,136.5
3.744,136.5
3.7523,136.5
3.7607,136.5
3.769,136.5
3.7773,136.5
3.7857,136.5
3.794,136.5
3.8024,136.5
3.8107,136.5
3.819,136.5
3.8274,136.5
3.8357,136.5
3.8441,136.5
3.8524,136.5
3.8608,136.5
3.8691,136.5
3.8774,136.5
3.8858,136.5
3.8941,136.5
3.9025,136.5
3.9108,136.5
3.9191,136.5
3.9275,136.5
3.9358,136.5
3.9442,136.5
3.9525,136.5
3.9609,136.5
3.9692,136.5
3.9775,136.5
3.9859,136.5
3.9942,136.5
4.0026,136.5
4.0109,136.5
4.0192,136.5
4.0276,136.5
4.0359,136.5
4.0443,136.5
4.0526,136.5
4.061,136.5
4.0693,136.5
4.0776,136.5
4.086,136.5
4.0943,136.5
4.1027,136.5
4.111,136.5
4.1193,136.5
4.1277,136.5
4.136,136.5
4.1444,136.5
4.1527,136.5
4.1611,136.5
4.1694,136.5
4.1777,136.5
4.1861,136.5
4.1944,136.5
4.2028,174.1
4.2111,174.1
4.2194,174.1
4.2278,174.1
4.2361,174.1
4.2445,174.9
4.2528,175.7
4.2612,176.5
4.2695,177.3
4.2778,178.1
4.2862,178.8
4.2945,179.6
4.3029,180.4
4.3112,181.2
4.3195,182.0
4.3279,182.8
4.3362,183.6
4.3446,184.4
4.3529,185.2
4.3613,186.0
4.3696,186.7
4.3779,187.5
4.3863,188.2
4.3946,188.2
4.403,188.2
4.4113,188.2
4.4196,188.2
4.428,188.2
4.4363,188.2
4.4447,188.2
4.453,188.2
4.4614,188.2
4.4697,188.2
4.478,188.2
4.4864,188.2
4.4947,188.2
4.5031,188.2
4.5114,188.2
4.5197,188.2
4.5281,188.2
4.5364,188.2
4.5448,188.2
4.5531,188.2
4.5615,188.2
4.5698,188.2
4.5781,188.2
4.5865,188.2
4.5948,188.2
4.6032,194.1
4.6115,194.1
4.6198,194.1
4.6282,194.1
4.6365,194.1
4.6449,194.1
4.6532,198.1
4.6616,198.6
4.6699,199.0
4.6782,199.4
4.6866,199.8
4.6949,200.3
4.7033,200.7
4.7116,201.1
4.7199,201.6
4.7283,202.0
4.7366,202.4
4.745,202.5
4.7533,202.5
4.7617,202.5
4.77,202.5
4.7783,202.5
4.7867,202.5
4.795,202.5
4.8034,202.5
4.8117,202.5
4.82,202.5
4.8284,202.5
4.8367,202.5
4.8451,202.5
4.8534,202.5
4.8618,202.5
4.8701,202.5
4.8784,202.5
4.8868,202.5
4.8951,202.5
4.9035,202.5
4.9118,202.5
4.9201,202.5
4.9285,202.5
4.9368,202.5
4.9452,202.5
4.9535,202.5
4.9619,202.5
4.9702,202.5
4.9785,202.5
4.9869,202.5
4.9952,202.5
5.0036,202.5
5.0119,202.5
5.0202,202.5
5.0286,202.5
5.0369,202.5
5.0453,202.5
5.0536,202.5
5.062,202.5
5.0703,202.5
5.0786,202.5
5.087,202.5
5.0953,202.5
5.1037,202.5
5.112,202.5
5.1203,202.5
5.1287,202.5
5.137,202.5
5.1454,202.5
5.1537,202.5
5.1621,202.5
5.1704,202.5
5.1787,202.5
5.1871,202.5
5.1954,202.5
5.2038,202.5
5.2121,202.5
5.2204,202.5
5.2288,202.5
5.2371,202.5
5.2455,202.5
5.2538,202.5
5.2622,202.5
5.2705,202.5
5.2788,202.5
5.2872,202.5
5.2955,202.5
5.3039,202.5
5.3122,202.5
5.3205,202.5
5.3289,202.5
5.3372,202.5
5.3456,202.5
5.3539,202.5
5.3623,202.5
5.3706,202.5
5.3789,202.5
5.3873,202.5
5.3956,202.5
5.404,202.5
5.4123,202.5
5.4206,202.5
5.429,202.5
5.4373,202.5
5.4457,202.5
5.454,202.5
5.4624,202.5
5.4707,202.5
5.479,202.5
5.4874,202.5
5.4957,202.5
5.5041,202.5
5.5124,202.5
5.5207,202.5
5.5291,202.5
5.5374,202.5
5.5458,202.5
5.5541,202.5
5.5625,202.5
5.5708,202.5
5.5791,202.5
5.5875,202.5
5.5958,202.5
5.6042,202.5
5.6125,202.5
5.6208,202.5
5.6292,202.5
5.6375,202.5
5.6459,202.5
5.6542,202.5
5.6626,202.5
5.6709,202.5
5.6792,202.5
5.6876,202.5
5.6959,202.5
5.7043,202.5
5.7126,202.5
5.7209,202.5
5.7293,202.5
5.7376,202.5
5.746,202.5
5.7543,202.5
5.7627,202.5
5.771,202.5
5.7793,202.5
5.7877,202.5
5.796,202.5
5.8044,202.5
5.8127,202.5
5.821,202.5
5.8294,202.5
5.8377,202.5
5.8461,202.5
5.8544,202.5
5.8628,202.5
5.8711,202.5
5.8794,202.5
5.8878,202.5
5.8961,202.5
5.9045,202.5
5.9128,202.5
5.9211,202.5
5.9295,202.5
5.9378,202.5
5.9462,202.5
5.9545,202.5
5.9629,202.5
5.9712,202.5
5.9795,202.5
5.9879,202.5
5.9962,202.5
6.0046,202.5
6.0129,202.5
