t_s,weight
0.0069,0.0
0.0152,0.0
0.0236,0.0
0.0319,0.0
0.0403,0.0
0.0486,0.0
0.057,0.0
0.0653,0.0
0.0736,0.0
0.082,0.0
0.0903,0.0
0.0987,0.0
0.107,0.0
0.1153,0.0
0.1237,0.0
0.132,0.0
0.1404,0.0
0.1487,0.0
0.1571,0.0
0.1654,0.0
0.1737,0.0
0.1821,0.0
0.1904,0.0
0.1988,0.0
0.2071,0.0
0.2154,0.0
0.2238,0.0
0.2321,0.0
0.2405,0.0
0.2488,0.0
0.2572,0.0
0.2655,0.0
0.2738,0.0
0.2822,0.0
0.2905,0.0
0.2989,0.0
0.3072,0.0
0.3155,0.0
0.3239,0.0
0.3322,0.0
0.3406,0.0
0.3489,0.0
0.3573,0.0
0.3656,0.0
0.3739,0.0
0.3823,0.0
0.3906,0.0
0.399,0.0
0.4073,0.0
0.4156,0.0
0.424,0.0
0.4323,0.0
0.4407,0.0
0.449,0.0
0.4574,0.0
0.4657,0.0
0.474,0.0
0.4824,0.0
0.4907,0.0
0.4991,0.0
0.5074,0.0
0.5157,0.0
0.5241,0.0
0.5324,0.0
0.5408,0.0
0.5491,0.0
0.5575,0.0
0.5658,0.0
0.5741,0.0
0.5825,0.0
0.5908,0.0
0.5992,0.0
0.6075,0.0
0.6158,0.0
0.6242,0.0
0.6325,0.0
0.6409,0.0
0.6492,0.0
0.6576,0.0
0.6659,0.0
0.6742,0.0
0.6826,0.0
0.6909,0.0
0.6993,0.0
0.7076,0.0
0.7159,0.0
0.7243,0.0
0.7326,0.0
0.741,0.0
0.7493,0.0
0.7577,0.0
0.766,0.0
0.7743,0.0
0.7827,0.0
0.791,0.0
0.7994,0.0
0.8077,0.0
0.816,0.0
0.8244,0.0
0.8327,0.0
0.8411,0.0
0.8494,0.0
0.8578,0.0
0.8661,0.0
0.8744,0.0
0.8828,0.0
0.8911,0.0
0.8995,0.0
0.9078,0.0
0.9161,0.0
0.9245,0.0
0.9328,0.0
0.9412,0.0
0.9495,0.0
0.9579,0.0
0.9662,0.0
0.9745,0.0
0.9829,0.0
0.9912,0.0
0.9996,0.0
1.0079,0.0
1.0162,0.0
1.0246,0.0
1.0329,0.0
1.0413,0.0
1.0496,0.0
1.058,0.0
1.0663,8.0
1.0746,8.0
1.083,8.0
1.0913,8.0
1.0997,8.0
1.108,8.0
1.1163,8.0
1.1247,8.0
1.133,8.0
1.1414,8.0
1.1497,8.0
1.1581,8.0
1.1664,8.0
1.1747,8.0
1.1831,8.0
1.1914,8.0
1.1998,8.0
1.2081,8.0
1.2164,8.0
1.2248,8.0
1.2331,8.0
1.2415,8.0
1.2498,8.0
1.2582,8.0
