t_s,weight
0.007,0.0
0.0153,0.0
0.0237,0.0
0.032,0.0
0.0403,0.0
0.0487,0.0
0.057,0.0
0.0654,0.0
0.0737,0.0
0.0821,0.0
0.0904,0.0
0.0987,0.0
0.1071,0.0
0.1154,0.0
0.1238,0.0
0.1321,0.0
0.1404,0.0
0.1488,0.0
0.1571,0.0
0.1655,0.0
0.1738,0.0
0.1822,0.0
0.1905,0.0
0.1988,0.0
0.2072,0.0
0.2155,0.0
0.2239,0.0
0.2322,0.0
0.2405,0.0
0.2489,0.0
0.2572,0.0
0.2656,0.0
0.2739,0.0
0.2823,0.0
0.2906,0.0
0.2989,0.0
0.3073,0.0
0.3156,0.0
0.324,0.0
0.3323,0.0
0.3406,0.0
0.349,0.0
0.3573,0.0
0.3657,0.0
0.374,0.0
0.3824,0.0
0.3907,0.0
0.399,0.0
0.4074,0.0
0.4157,0.0
0.4241,0.0
0.4324,0.0
0.4407,0.0
0.4491,0.0
0.4574,0.0
0.4658,0.0
0.4741,0.0
0.4825,0.0
0.4908,0.0
0.4991,0.0
0.5075,0.0
0.5158,0.0
0.5242,0.0
0.5325,0.0
0.5408,0.0
0.5492,0.0
0.5575,0.0
0.5659,0.0
0.5742,0.0
0.5826,0.0
0.5909,0.0
0.5992,0.0
0.6076,0.0
0.6159,0.0
0.6243,0.0
0.6326,0.0
0.6409,0.0
0.6493,0.0
0.6576,0.0
0.666,0.0
0.6743,0.0
0.6827,0.0
0.691,0.0
0.6993,0.0
0.7077,0.0
0.716,0.0
0.7244,0.0
0.7327,0.0
0.741,0.0
0.7494,0.0
0.7577,0.0
0.7661,0.0
0.7744,0.0
0.7828,0.0
0.7911,0.0
0.7994,0.0
0.8078,0.0
0.8161,0.0
0.8245,0.0
0.8328,0.0
0.8411,0.0
0.8495,0.0
0.8578,0.0
0.8662,0.0
0.8745,0.0
0.8829,0.0
0.8912,0.0
0.8995,0.0
0.9079,0.0
0.9162,0.0
0.9246,0.0
0.9329,0.0
0.9412,0.0
0.9496,0.0
0.9579,0.0
0.9663,0.0
0.9746,0.0
0.983,0.0
0.9913,0.0
0.9996,0.0
1.008,0.0
1.0163,0.0
1.0247,0.0
1.033,0.0
1.0413,0.0
1.0497,0.0
1.058,0.0
1.0664,0.0
1.0747,0.0
1.0831,0.0
1.0914,0.0
1.0997,0.0
1.1081,0.0
1.1164,0.0
1.1248,0.0
1.1331,0.0
1.1414,0.0
1.1498,0.0
1.1581,0.0
1.1665,0.0
1.1748,0.0
1.1832,0.0
1.1915,0.0
1.1998,0.0
1.2082,0.0
1.2165,0.0
1.2249,0.0
1.2332,0.0
1.2415,0.0
1.2499,0.0
1.2582,5.3
1.2666,5.3
1.2749,5.3
1.2833,5.3
1.2916,5.3
1.2999,5.3
1.3083,5.3
1.3166,5.3
1.325,5.3
1.3333,5.3
1.3416,5.3
1.35,5.3
1.3583,5.3
1.3667,22.0
1.375,22.0
1.3834,22.0
1.3917,22.0
1.4,22.0
1.4084,22.0
1.4167,22.0
1.4251,22.0
1.4334,22.0
1.4417,22.0
1.4501,22.0
1.4584,22.0
1.4668,22.8
1.4751,22.8
1.4835,22.8
1.4918,22.8
1.5001,22.8
1.5085,22.8
1.5168,22.8
1.5252,22.8
1.5335,22.8
1.5418,22.8
1.5502,22.8
1.5585,22.8
1.5669,22.8
1.5752,27.1
1.5836,27.1
1.5919,27.1
1.6002,27.1
1.6086,27.1
1.6169,27.1
1.6253,27.1
1.6336,27.1
1.6419,27.1
1.6503,27.1
1.6586,27.1
1.667,28.0
1.6753,28.0
1.6837,28.0
1.692,35.7
1.7003,35.7
1.7087,35.7
1.717,35.7
1.7254,35.7
1.7337,35.7
1.742,35.7
1.7504,37.1
1.7587,37.1
1.7671,37.1
1.7754,37.1
1.7838,37.1
1.7921,37.1
1.8004,37.1
1.8088,37.1
1.8171,37.1
1.8255,37.1
1.8338,37.1
1.8421,37.1
1.8505,37.1
1.8588,38.0
1.8672,39.0
1.8755,39.0
1.8839,39.0
1.8922,39.0
1.9005,39.0
1.9089,39.0
1.9172,39.0
1.9256,39.0
1.9339,39.0
1.9422,39.0
1.9506,39.5
1.9589,40.0
1.9673,40.5
1.9756,41.0
1.984,41.5
1.9923,42.0
2.0006,42.5
2.009,43.0
2.0173,43.5
2.0257,44.0
2.034,44.5
2.0423,45.0
2.0507,45.5
2.059,46.0
2.0674,46.5
2.0757,47.0
2.0841,47.5
2.0924,48.0
2.1007,48.5
2.1091,49.0
2.1174,49.0
2.1258,49.0
2.1341,49.0
2.1424,49.0
2.1508,49.0
2.1591,49.0
2.1675,49.4
2.1758,49.9
2.1842,50.3
2.1925,50.8
2.2008,51.2
2.2092,51.7
2.2175,52.1
2.2259,52.5
2.2342,53.0
2.2425,53.0
2.2509,53.0
2.2592,53.0
2.2676,53.0
2.2759,58.0
2.2843,58.0
2.2926,58.0
2.3009,58.0
2.3093,58.0
2.3176,58.0
2.326,58.0
2.3343,58.0
2.3426,58.0
2.351,58.0
2.3593,59.0
2.3677,60.0
2.376,61.0
2.3844,62.0
2.3927,62.0
2.401,62.0
2.4094,62.0
2.4177,62.0
2.4261,62.0
2.4344,62.0
2.4428,62.0
2.4511,62.0
2.4594,62.0
2.4678,62.0
2.4761,62.0
2.4845,62.0
2.4928,62.0
2.5011,63.0
2.5095,63.0
2.5178,67.0
2.5262,67.0
2.5345,67.0
2.5429,67.0
2.5512,67.0
2.5595,67.5
2.5679,68.0
2.5762,68.5
2.5846,69.0
2.5929,69.5
2.6012,70.0
2.6096,70.5
2.6179,71.0
2.6263,71.0
2.6346,71.0
2.643,71.0
2.6513,71.0
2.6596,71.0
2.668,74.5
2.6763,77.3
2.6847,77.3
2.693,77.3
2.7013,77.3
2.7097,77.3
2.718,77.3
2.7264,77.3
2.7347,77.3
2.7431,77.3
2.7514,78.0
2.7597,83.0
2.7681,84.1
2.7764,84.1
2.7848,84.1
2.7931,84.1
2.8014,84.1
2.8098,84.1
2.8181,84.1
2.8265,84.1
2.8348,84.1
2.8432,84.1
2.8515,84.1
2.8598,87.4
2.8682,87.4
2.8765,87.4
2.8849,87.4
2.8932,87.4
2.9015,87.4
2.9099,87.4
2.9182,87.4
2.9266,87.4
2.9349,87.4
2.9433,87.4
2.9516,88.0
2.9599,88.0
2.9683,88.0
2.9766,88.0
2.985,88.0
2.9933,92.0
3.0016,92.0
3.01,92.0
3.0183,92.0
3.0267,92.0
3.035,92.0
3.0434,92.0
3.0517,92.0
3.06,97.6
3.0684,97.6
3.0767,97.6
3.0851,97.6
3.0934,97.6
3.1017,97.6
3.1101,97.6
3.1184,97.6
3.1268,97.6
3.1351,97.6
3.1435,97.6
3.1518,98.0
3.1601,98.0
3.1685,98.5
3.1768,99.1
3.1852,99.7
3.1935,100.3
3.2018,100.8
3.2102,101.4
3.2185,102.0
3.2269,102.0
3.2352,102.0
3.2436,102.0
3.2519,102.0
3.2602,102.0
3.2686,102.0
3.2769,102.0
3.2853,103.0
3.2936,103.0
3.3019,103.0
3.3103,107.0
3.3186,107.0
3.327,107.0
3.3353,107.0
3.3437,107.0
3.352,107.0
3.3603,107.0
3.3687,107.0
3.377,107.0
3.3854,107.8
3.3937,108.6
3.402,109.4
3.4104,110.2
3.4187,111.0
3.4271,111.0
3.4354,111.0
3.4438,111.0
3.4521,111.0
3.4604,117.2
3.4688,117.2
3.4771,117.2
3.4855,117.2
3.4938,117.2
3.5021,117.2
3.5105,117.2
3.5188,117.2
3.5272,117.2
3.5355,117.2
3.5439,117.2
3.5522,122.0
3.5605,124.3
3.5689,124.3
3.5772,124.3
3.5856,124.3
3.5939,124.3
3.6022,124.3
3.6106,124.3
3.6189,124.3
3.6273,124.3
3.6356,124.3
3.644,124.3
3.6523,127.0
3.6606,127.2
3.669,127.2
3.6773,127.2
3.6857,127.2
3.694,127.2
3.7023,127.2
3.7107,127.2
3.719,127.2
3.7274,127.2
3.7357,127.2
3.7441,127.2
3.7524,128.0
3.7607,128.0
3.7691,133.4
3.7774,133.4
3.7858,133.4
3.7941,133.4
3.8024,133.4
3.8108,133.4
3.8191,133.4
3.8275,133.4
3.8358,133.4
3.8442,133.4
3.8525,133.4
3.8608,137.0
3.8692,137.0
3.8775,137.0
3.8859,137.0
3.8942,137.0
3.9025,137.0
3.9109,137.0
3.9192,137.0
3.9276,137.0
3.9359,137.0
3.9443,137.0
3.9526,137.0
3.9609,137.7
3.9693,138.4
3.9776,139.1
3.986,139.8
3.9943,140.5
4.0026,141.3
4.011,142.0
4.0193,142.0
4.0277,142.0
4.036,142.0
4.0444,142.0
4.0527,142.0
4.061,142.0
4.0694,148.0
4.0777,148.0
4.0861,148.0
4.0944,148.0
4.1027,148.0
4.1111,148.0
