t_s,weight
4.1194,148.0
4.1278,148.0
4.1361,148.0
4.1445,148.0
4.1528,148.0
4.1611,148.6
4.1695,149.2
4.1778,149.8
4.1862,150.5
4.1945,151.1
4.2028,151.7
4.2112,152.3
4.2195,152.8
4.2279,152.8
4.2362,152.8
4.2446,152.8
4.2529,152.8
4.2612,158.0
4.2696,158.0
4.2779,158.0
4.2863,158.0
4.2946,158.0
4.3029,158.0
4.3113,158.0
4.3196,158.0
4.328,158.0
4.3363,158.0
4.3447,158.0
4.353,159.0
4.3613,160.0
4.3697,161.0
4.378,162.0
4.3864,163.0
4.3947,164.0
4.403,164.0
4.4114,164.0
4.4197,164.0
4.4281,164.0
4.4364,164.0
4.4448,164.0
4.4531,164.0
4.4614,164.0
4.4698,164.0
4.4781,169.0
4.4865,169.0
4.4948,169.0
4.5031,169.0
4.5115,169.0
4.5198,169.0
4.5282,169.0
4.5365,169.0
4.5449,169.0
4.5532,169.8
4.5615,170.6
4.5699,171.5
4.5782,172.3
4.5866,173.1
4.5949,174.0
4.6032,174.0
4.6116,174.0
4.6199,174.0
4.6283,174.0
4.6366,174.0
4.645,174.0
4.6533,178.0
4.6616,182.9
4.67,182.9
4.6783,182.9
4.6867,182.9
4.695,182.9
4.7033,182.9
4.7117,182.9
4.72,182.9
4.7284,182.9
4.7367,182.9
4.7451,182.9
4.7534,187.5
4.7617,187.5
4.7701,187.5
4.7784,187.5
4.7868,187.5
4.7951,187.5
4.8034,187.5
4.8118,187.5
4.8201,187.5
4.8285,187.5
4.8368,187.5
4.8452,189.0
4.8535,189.0
4.8618,189.0
4.8702,189.0
4.8785,191.5
4.8869,191.5
4.8952,191.5
4.9035,191.5
4.9119,191.5
4.9202,191.5
4.9286,191.5
4.9369,191.5
4.9453,191.5
4.9536,191.5
4.9619,191.5
4.9703,191.5
4.9786,197.0
4.987,197.0
4.9953,197.0
5.0036,197.0
5.012,197.0
5.0203,197.0
5.0287,197.0
5.037,197.0
5.0454,197.6
5.0537,198.2
5.062,198.8
5.0704,199.5
5.0787,200.1
5.0871,200.7
5.0954,201.3
5.1037,202.0
5.1121,202.0
5.1204,202.0
5.1288,202.0
5.1371,202.0
5.1455,202.0
5.1538,202.0
5.1621,202.0
5.1705,202.0
5.1788,203.0
5.1872,203.0
5.1955,204.8
5.2038,204.8
5.2122,204.8
5.2205,204.8
5.2289,204.8
5.2372,204.8
5.2456,204.8
5.2539,204.8
5.2622,204.8
5.2706,204.8
5.2789,204.8
5.2873,205.5
5.2956,208.0
5.3039,210.5
5.3123,213.0
5.3206,213.0
5.329,213.0
5.3373,219.0
5.3457,219.0
5.354,219.0
5.3623,219.0
5.3707,219.0
5.379,219.0
5.3874,219.0
5.3957,219.0
5.404,219.0
5.4124,219.0
5.4207,219.0
5.4291,219.0
5.4374,219.0
5.4458,222.3
5.4541,225.0
5.4624,225.0
5.4708,225.0
5.4791,225.0
5.4875,225.0
5.4958,225.0
5.5041,225.0
5.5125,225.0
5.5208,225.0
5.5292,225.0
5.5375,225.0
5.5459,227.9
5.5542,227.9
5.5625,227.9
5.5709,233.9
5.5792,233.9
5.5876,233.9
5.5959,233.9
5.6042,233.9
5.6126,233.9
5.6209,233.9
5.6293,233.9
5.6376,237.2
5.646,237.2
5.6543,237.2
5.6626,237.2
5.671,237.2
5.6793,237.2
5.6877,237.2
5.696,237.2
5.7043,237.2
5.7127,237.2
5.721,237.2
5.7294,237.2
5.7377,237.2
5.7461,237.3
5.7544,238.6
5.7627,239.9
5.7711,241.3
5.7794,241.8
5.7878,241.8
5.7961,241.8
5.8044,241.8
5.8128,241.8
5.8211,241.8
5.8295,241.8
5.8378,241.8
5.8462,241.8
5.8545,246.9
5.8628,246.9
5.8712,246.9
5.8795,246.9
5.8879,246.9
5.8962,246.9
5.9045,246.9
5.9129,246.9
5.9212,246.9
5.9296,246.9
5.9379,246.9
5.9463,247.6
5.9546,248.3
5.9629,248.9
5.9713,249.6
5.9796,250.3
5.988,250.9
5.9963,251.6
6.0046,252.3
6.013,252.9
6.0213,252.9
6.0297,252.9
6.038,258.9
6.0464,258.9
6.0547,258.9
6.063,258.9
6.0714,258.9
6.0797,258.9
6.0881,258.9
6.0964,258.9
6.1047,258.9
6.1131,258.9
6.1214,258.9
6.1298,258.9
6.1381,259.9
6.1465,260.9
6.1548,261.9
6.1631,262.9
6.1715,263.9
6.1798,263.9
6.1882,263.9
6.1965,263.9
6.2048,263.9
6.2132,263.9
6.2215,263.9
6.2299,263.9
6.2382,263.9
6.2466,263.9
6.2549,268.9
6.2632,268.9
6.2716,268.9
6.2799,268.9
6.2883,268.9
6.2966,268.9
6.3049,268.9
6.3133,268.9
6.3216,268.9
6.33,268.9
6.3383,270.4
6.3467,271.8
6.355,273.2
6.3633,274.7
6.3717,276.1
6.38,276.4
6.3884,276.4
6.3967,276.4
6.405,276.4
6.4134,276.4
6.4217,276.4
6.4301,276.4
6.4384,276.7
6.4468,278.5
6.4551,280.3
6.4634,282.1
6.4718,282.3
6.4801,282.3
6.4885,282.3
6.4968,282.3
6.5051,282.3
6.5135,282.3
6.5218,282.3
6.5302,282.3
6.5385,282.3
6.5469,287.1
6.5552,287.1
6.5635,287.1
6.5719,287.1
6.5802,287.1
6.5886,287.1
6.5969,287.1
6.6052,287.1
6.6136,287.1
6.6219,287.1
6.6303,287.9
6.6386,287.9
6.647,287.9
6.6553,287.9
6.6636,289.9
6.672,291.9
6.6803,291.9
6.6887,291.9
6.697,291.9
6.7053,291.9
6.7137,291.9
6.722,291.9
6.7304,291.9
6.7387,291.9
6.7471,291.9
6.7554,291.9
6.7637,291.9
6.7721,291.9
6.7804,291.9
6.7888,296.1
6.7971,296.1
6.8054,296.1
6.8138,296.1
6.8221,296.1
6.8305,296.1
6.8388,296.1
6.8472,296.1
6.8555,296.3
6.8638,297.9
6.8722,299.6
6.8805,301.3
6.8889,302.9
6.8972,302.9
6.9055,302.9
6.9139,302.9
6.9222,302.9
6.9306,302.9
6.9389,302.9
6.9473,307.9
6.9556,307.9
6.9639,307.9
6.9723,307.9
6.9806,307.9
6.989,307.9
6.9973,307.9
7.0056,307.9
7.014,307.9
7.0223,307.9
7.0307,307.9
7.039,307.9
7.0474,307.9
7.0557,307.9
7.064,307.9
7.0724,309.6
7.0807,311.3
7.0891,312.9
7.0974,312.9
7.1057,312.9
7.1141,312.9
7.1224,312.9
7.1308,312.9
7.1391,312.9
7.1475,317.9
7.1558,317.9
7.1641,317.9
7.1725,317.9
7.1808,317.9
7.1892,317.9
7.1975,317.9
7.2058,317.9
7.2142,317.9
7.2225,317.9
7.2309,318.7
7.2392,319.5
7.2476,320.3
7.2559,321.1
7.2642,321.9
7.2726,321.9
7.2809,321.9
7.2893,321.9
7.2976,321.9
7.3059,321.9
7.3143,321.9
7.3226,321.9
7.331,321.9
7.3393,321.9
7.3477,325.4
7.356,325.4
7.3643,325.4
7.3727,325.4
7.381,325.4
7.3894,325.4
7.3977,325.4
7.406,325.4
7.4144,325.4
7.4227,325.4
7.4311,325.4
7.4394,326.0
7.4478,326.0
7.4561,326.0
7.4644,326.0
7.4728,326.0
7.4811,326.0
7.4895,326.0
7.4978,326.0
7.5061,326.0
7.5145,326.0
7.5228,326.0
7.5312,326.0
7.5395,326.0
7.5479,326.0
7.5562,326.0
7.5645,326.0
7.5729,326.0
7.5812,326.0
7.5896,326.0
7.5979,326.0
7.6062,326.0
7.6146,326.0
7.6229,326.0
7.6313,326.0
7.6396,326.0
7.648,326.0
7.6563,326.0
7.6646,326.0
7.673,326.0
7.6813,326.0
7.6897,326.0
7.698,326.0
7.7063,326.0
7.7147,326.0
7.723,326.0
7.7314,326.0
7.7397,326.0
7.7481,326.0
7.7564,326.0
7.7647,326.0
7.7731,326.0
7.7814,326.0
7.7898,326.0
7.7981,326.0
7.8064,326.0
7.8148,326.0
7.8231,326.0
7.8315,326.0
7.8398,326.0
7.8482,326.0
7.8565,326.0
7.8648,326.0
7.8732,326.0
7.8815,326.0
7.8899,326.0
7.8982,326.0
7.9065,326.0
7.9149,326.0
7.9232,326.0
7.9316,326.0
7.9399,326.0
7.9483,326.0
7.9566,326.0
7.9649,326.0
7.9733,326.0
7.9816,326.0
7.99,326.0
7.9983,326.0
8.0066,326.0
8.015,326.0
8.0233,326.0
8.0317,326.0
8.04,326.0
8.0484,326.0
8.0567,326.0
8.065,326.0
8.0734,326.0
8.0817,326.0
8.0901,326.0
8.0984,326.0
8.1067,326.0
8.1151,326.0
8.1234,326.0
8.1318,326.0
8.1401,326.0
8.1485,326.0
8.1568,326.0
8.1651,326.0
8.1735,326.0
8.1818,326.0
8.1902,326.0
8.1985,326.0
8.2068,326.0
8.2152,326.0
8.2235,326.0
8.2319,326.0
8.2402,326.0
8.2486,326.0
8.2569,326.0
8.2652,326.0
8.2736,326.0
8.2819,326.0
8.2903,326.0
8.2986,326.0
8.3069,326.0
8.3153,326.0
8.3236,326.0
8.332,326.0
8.3403,326.0
8.3487,326.0
8.357,326.0
8.3653,326.0
8.3737,326.0
8.382,326.0
8.3904,326.0
8.3987,326.0
8.407,326.0
8.4154,326.0
8.4237,326.0
8.4321,326.0
8.4404,326.0
8.4488,326.0
8.4571,326.0
8.4654,326.0
8.4738,326.0
8.4821,326.0
8.4905,326.0
8.4988,326.0
8.5071,326.0
8.5155,326.0
8.5238,326.0
8.5322,326.0
8.5405,326.0
8.5489,326.0
8.5572,326.0
8.5655,326.0
8.5739,326.0
8.5822,326.0
8.5906,326.0
8.5989,326.0
8.6072,326.0
8.6156,326.0
8.6239,326.0
8.6323,326.0
8.6406,326.0
8.649,326.0
8.6573,326.0
8.6656,326.0
8.674,326.0
8.6823,326.0
