t_s,weight
1.4674,24.9
1.4758,24.9
1.4841,24.9
1.4925,24.9
1.5008,24.9
1.5091,24.9
1.5175,24.9
1.5258,24.9
1.5342,24.9
1.5425,24.9
1.5508,24.9
1.5592,24.9
1.5675,27.2
1.5759,27.2
1.5842,27.2
1.5926,27.2
1.6009,27.2
1.6092,27.2
1.6176,27.2
1.6259,27.2
1.6343,27.2
1.6426,27.2
1.6509,27.2
1.6593,28.0
1.6676,28.0
1.676,28.0
1.6843,28.0
1.6927,28.6
1.701,28.6
1.7093,28.6
1.7177,28.6
1.726,28.6
1.7344,28.6
1.7427,28.6
1.751,28.6
1.7594,28.6
1.7677,28.6
1.7761,28.6
1.7844,29.3
1.7928,30.6
1.8011,32.0
1.8094,32.0
1.8178,32.0
1.8261,32.0
1.8345,32.0
1.8428,32.0
1.8511,32.0
1.8595,32.0
1.8678,32.0
1.8762,35.0
1.8845,35.0
1.8929,37.0
1.9012,37.0
1.9095,37.0
1.9179,37.0
1.9262,37.0
1.9346,37.0
1.9429,37.0
1.9512,37.0
1.9596,39.5
1.9679,42.0
1.9763,43.3
1.9846,43.3
1.993,43.3
2.0013,43.3
2.0096,43.3
2.018,43.3
2.0263,43.3
2.0347,43.3
2.043,43.3
2.0513,47.0
2.0597,48.1
2.068,48.1
2.0764,48.1
2.0847,48.1
2.0931,48.1
2.1014,48.1
2.1097,48.1
2.1181,48.1
2.1264,48.1
2.1348,48.1
2.1431,48.1
2.1514,48.1
2.1598,48.1
2.1681,48.1
2.1765,48.1
2.1848,48.4
2.1932,49.1
2.2015,49.7
2.2098,50.3
2.2182,50.9
2.2265,51.5
2.2349,52.1
2.2432,52.8
2.2515,53.4
2.2599,54.0
2.2682,54.6
2.2766,55.2
2.2849,55.9
2.2933,56.5
2.3016,57.1
2.3099,57.7
2.3183,58.3
2.3266,58.9
2.335,58.9
2.3433,64.9
2.3516,64.9
2.36,64.9
2.3683,64.9
2.3767,64.9
2.385,64.9
2.3934,64.9
2.4017,64.9
2.41,64.9
2.4184,64.9
2.4267,64.9
2.4351,64.9
2.4434,64.9
2.4517,67.6
2.4601,67.6
2.4684,67.6
2.4768,67.6
2.4851,67.6
2.4935,67.6
2.5018,67.6
2.5101,67.6
2.5185,67.6
2.5268,67.6
2.5352,67.6
2.5435,67.6
2.5518,69.1
2.5602,70.7
2.5685,72.2
2.5769,72.4
2.5852,72.4
2.5936,72.4
2.6019,72.4
2.6102,72.4
2.6186,72.4
2.6269,72.4
2.6353,72.4
2.6436,72.4
2.6519,73.9
2.6603,77.9
2.6686,77.9
2.677,77.9
2.6853,77.9
2.6937,77.9
2.702,77.9
2.7103,77.9
2.7187,77.9
2.727,77.9
2.7354,77.9
2.7437,77.9
2.752,77.9
2.7604,87.9
2.7687,87.9
2.7771,87.9
2.7854,87.9
2.7938,87.9
2.8021,87.9
2.8104,87.9
2.8188,87.9
2.8271,88.9
2.8355,88.9
2.8438,88.9
2.8521,88.9
2.8605,88.9
2.8688,88.9
2.8772,88.9
2.8855,92.4
2.8939,92.4
2.9022,92.4
2.9105,92.4
2.9189,92.4
2.9272,92.4
2.9356,92.4
2.9439,92.4
2.9522,96.9
2.9606,96.9
2.9689,96.9
2.9773,96.9
2.9856,96.9
2.994,96.9
3.0023,96.9
3.0106,96.9
3.019,96.9
3.0273,96.9
3.0357,96.9
3.044,97.6
3.0524,98.2
3.0607,98.9
3.069,99.6
3.0774,100.2
3.0857,100.9
3.0941,101.6
3.1024,102.2
3.1107,102.9
3.1191,102.9
3.1274,102.9
3.1358,102.9
3.1441,102.9
3.1525,108.9
3.1608,108.9
3.1691,108.9
3.1775,108.9
3.1858,108.9
3.1942,108.9
3.2025,108.9
3.2108,108.9
3.2192,108.9
3.2275,108.9
3.2359,108.9
3.2442,108.9
3.2526,108.9
3.2609,108.9
3.2692,108.9
3.2776,109.9
3.2859,110.9
3.2943,111.9
3.3026,112.9
3.3109,113.9
3.3193,113.9
3.3276,113.9
3.336,113.9
3.3443,113.9
3.3527,113.9
3.361,113.9
3.3693,118.9
3.3777,118.9
3.386,118.9
3.3944,118.9
3.4027,118.9
3.411,118.9
3.4194,118.9
3.4277,118.9
3.4361,118.9
3.4444,118.9
3.4528,120.1
3.4611,121.4
3.4694,122.6
3.4778,123.9
3.4861,123.9
3.4945,123.9
3.5028,123.9
3.5111,123.9
3.5195,123.9
3.5278,123.9
3.5362,123.9
3.5445,123.9
3.5529,128.9
3.5612,128.9
3.5695,128.9
3.5779,128.9
3.5862,128.9
3.5946,128.9
3.6029,128.9
3.6112,128.9
3.6196,128.9
3.6279,128.9
3.6363,128.9
3.6446,128.9
3.653,128.9
3.6613,128.9
3.6696,134.4
3.678,134.4
3.6863,134.4
3.6947,134.4
3.703,134.4
3.7113,134.4
3.7197,134.4
3.728,134.4
3.7364,134.4
3.7447,135.9
3.7531,137.9
3.7614,139.9
3.7697,141.9
3.7781,142.4
3.7864,142.4
3.7948,142.4
3.8031,142.4
3.8114,142.4
3.8198,142.4
3.8281,142.4
3.8365,142.4
3.8448,146.9
3.8532,146.9
3.8615,146.9
3.8698,146.9
3.8782,146.9
3.8865,146.9
3.8949,146.9
3.9032,146.9
3.9115,146.9
3.9199,146.9
3.9282,146.9
3.9366,146.9
3.9449,146.9
3.9533,147.4
3.9616,148.0
3.9699,148.5
3.9783,149.1
3.9866,149.6
3.995,150.2
4.0033,150.8
4.0116,151.3
4.02,151.9
4.0283,151.9
4.0367,151.9
4.045,157.9
4.0534,157.9
4.0617,157.9
4.07,157.9
4.0784,157.9
4.0867,157.9
4.0951,157.9
4.1034,157.9
4.1117,157.9
4.1201,157.9
4.1284,157.9
4.1368,159.1
4.1451,160.3
4.1535,161.5
4.1618,162.7
4.1701,163.9
4.1785,163.9
4.1868,163.9
4.1952,163.9
4.2035,163.9
4.2118,163.9
4.2202,163.9
4.2285,163.9
4.2369,163.9
4.2452,163.9
4.2536,168.8
4.2619,168.8
4.2702,168.8
4.2786,168.8
4.2869,168.8
4.2953,168.8
4.3036,168.8
4.3119,168.8
4.3203,168.8
4.3286,168.8
4.337,170.5
4.3453,172.2
4.3537,173.8
4.362,175.5
4.3703,177.2
4.3787,178.8
4.387,178.8
4.3954,178.8
4.4037,178.8
4.412,178.8
4.4204,178.8
4.4287,178.8
4.4371,179.7
4.4454,180.5
4.4538,181.3
4.4621,182.2
4.4704,182.4
4.4788,182.4
4.4871,182.4
4.4955,182.4
4.5038,182.4
4.5121,182.4
4.5205,182.4
4.5288,182.4
4.5372,183.8
4.5455,183.8
4.5539,187.6
4.5622,187.6
4.5705,187.6
4.5789,187.6
4.5872,187.6
4.5956,187.6
4.6039,187.6
4.6122,187.6
4.6206,187.8
4.6289,187.8
4.6373,187.8
4.6456,187.8
4.654,187.8
4.6623,187.8
4.6706,190.8
4.679,191.3
4.6873,191.3
4.6957,191.3
4.704,191.3
4.7123,191.3
4.7207,191.3
4.729,191.3
4.7374,193.8
4.7457,197.3
4.7541,197.3
4.7624,197.3
4.7707,197.3
4.7791,197.3
4.7874,197.3
4.7958,197.3
4.8041,197.3
4.8124,197.3
4.8208,197.3
4.8291,197.3
4.8375,197.3
4.8458,197.7
4.8542,198.3
4.8625,198.9
4.8708,199.6
4.8792,200.2
4.8875,200.8
4.8959,200.8
4.9042,200.8
4.9125,200.8
4.9209,200.8
4.9292,200.8
4.9376,203.8
4.9459,207.3
4.9543,207.3
4.9626,207.3
4.9709,207.3
4.9793,207.3
4.9876,207.3
4.996,207.3
5.0043,207.3
5.0126,207.3
5.021,207.3
5.0293,207.3
5.0377,207.8
5.046,207.8
5.0544,207.8
5.0627,207.8
5.071,207.8
5.0794,208.3
5.0877,208.8
5.0961,209.3
5.1044,209.8
5.1127,209.8
5.1211,209.8
5.1294,210.2
5.1378,210.7
5.1461,211.1
5.1545,211.5
5.1628,212.0
5.1711,212.4
5.1795,212.8
5.1878,212.9
5.1962,213.0
5.2045,213.0
5.2128,213.0
5.2212,213.0
5.2295,213.0
5.2379,213.0
5.2462,213.0
5.2546,213.0
5.2629,213.0
5.2712,213.0
5.2796,213.0
5.2879,213.0
5.2963,213.0
5.3046,213.0
5.3129,213.0
5.3213,213.0
5.3296,213.0
5.338,213.0
5.3463,213.0
5.3547,213.0
5.363,213.0
5.3713,213.0
5.3797,213.0
5.388,213.0
5.3964,213.0
5.4047,213.0
5.413,213.0
5.4214,213.0
5.4297,213.0
5.4381,213.0
5.4464,213.0
5.4548,213.0
5.4631,213.0
5.4714,213.0
5.4798,213.0
5.4881,213.0
5.4965,213.0
5.5048,213.0
5.5131,213.0
5.5215,213.0
5.5298,213.0
5.5382,213.0
5.5465,213.0
5.5549,213.0
5.5632,213.0
5.5715,213.0
5.5799,213.0
5.5882,213.0
5.5966,213.0
5.6049,213.0
5.6132,213.0
5.6216,213.0
5.6299,213.0
5.6383,213.0
5.6466,213.0
5.655,213.0
5.6633,213.0
5.6716,213.0
5.68,213.0
5.6883,213.0
5.6967,213.0
5.705,213.0
5.7133,213.0
5.7217,213.0
5.73,213.0
5.7384,213.0
5.7467,213.0
5.7551,213.0
5.7634,213.0
5.7717,213.0
5.7801,213.0
5.7884,213.0
5.7968,213.0
5.8051,213.0
5.8134,213.0
5.8218,213.0
5.8301,213.0
5.8385,213.0
5.8468,213.0
5.8552,213.0
5.8635,213.0
5.8718,213.0
5.8802,213.0
5.8885,213.0
5.8969,213.0
5.9052,213.0
5.9135,213.0
5.9219,213.0
5.9302,213.0
5.9386,213.0
5.9469,213.0
5.9553,213.0
5.9636,213.0
5.9719,213.0
5.9803,213.0
5.9886,213.0
5.997,213.0
6.0053,213.0
6.0136,213.0
6.022,213.0
6.0303,213.0
6.0387,213.0
6.047,213.0
6.0554,213.0
6.0637,213.0
6.072,213.0
6.0804,213.0
6.0887,213.0
6.0971,213.0
6.1054,213.0
6.1137,213.0
6.1221,213.0
6.1304,213.0
6.1388,213.0
6.1471,213.0
6.1555,213.0
6.1638,213.0
6.1721,213.0
6.1805,213.0
6.1888,213.0
6.1972,213.0
6.2055,213.0
6.2138,213.0
6.2222,213.0
6.2305,213.0
6.2389,213.0
6.2472,213.0
6.2556,213.0
6.2639,213.0
6.2722,213.0
6.2806,213.0
6.2889,213.0
6.2973,213.0
6.3056,213.0
6.3139,213.0
6.3223,213.0
6.3306,213.0
6.339,213.0
6.3473,213.0
6.3557,213.0
6.364,213.0
6.3723,213.0
