t_s,weight
0.0076,0.0
0.016,0.0
0.0243,0.0
0.0327,0.0
0.041,0.0
0.0493,0.0
0.0577,0.0
0.066,0.0
0.0744,0.0
0.0827,0.0
0.0911,0.0
0.0994,0.0
0.1077,0.0
0.1161,0.0
0.1244,0.0
0.1328,0.0
0.1411,0.0
0.1494,0.0
0.1578,0.0
0.1661,0.0
0.1745,0.0
0.1828,0.0
0.1912,0.0
0.1995,0.0
0.2078,0.0
0.2162,0.0
0.2245,0.0
0.2329,0.0
0.2412,0.0
0.2495,0.0
0.2579,0.0
0.2662,0.0
0.2746,0.0
0.2829,0.0
0.2913,0.0
0.2996,0.0
0.3079,0.0
0.3163,0.0
0.3246,0.0
0.333,0.0
0.3413,0.0
0.3496,0.0
0.358,0.0
0.3663,0.0
0.3747,0.0
0.383,0.0
0.3914,0.0
0.3997,0.0
0.408,0.0
0.4164,0.0
0.4247,0.0
0.4331,0.0
0.4414,0.0
0.4497,0.0
0.4581,0.0
0.4664,0.0
0.4748,0.0
0.4831,0.0
0.4915,0.0
0.4998,0.0
0.5081,0.0
0.5165,0.0
0.5248,0.0
0.5332,0.0
0.5415,0.0
0.5498,0.0
0.5582,0.0
0.5665,0.0
0.5749,0.0
0.5832,0.0
0.5916,0.0
0.5999,0.0
0.6082,0.0
0.6166,0.0
0.6249,0.0
0.6333,0.0
0.6416,0.0
0.6499,0.0
0.6583,0.0
0.6666,0.0
0.675,0.0
0.6833,0.0
0.6917,0.0
0.7,0.0
0.7083,0.0
0.7167,0.0
0.725,0.0
0.7334,0.0
0.7417,0.0
0.75,0.0
0.7584,0.0
0.7667,0.0
0.7751,0.0
0.7834,0.0
0.7918,0.0
0.8001,0.0
0.8084,0.0
0.8168,0.0
0.8251,0.0
0.8335,0.0
0.8418,0.0
0.8501,0.0
0.8585,0.0
0.8668,0.0
0.8752,0.0
0.8835,0.0
0.8919,0.0
0.9002,0.0
0.9085,0.0
0.9169,0.0
0.9252,0.0
0.9336,0.0
0.9419,0.0
0.9502,0.0
0.9586,0.0
0.9669,0.0
0.9753,0.0
0.9836,0.0
0.992,0.0
1.0003,0.0
1.0086,0.0
1.017,0.0
1.0253,0.0
1.0337,0.0
1.042,0.0
1.0503,0.0
1.0587,0.0
1.067,0.0
1.0754,0.0
1.0837,0.0
1.0921,0.0
1.1004,0.0
1.1087,0.0
1.1171,0.0
1.1254,0.0
1.1338,0.0
1.1421,0.0
1.1504,0.0
1.1588,3.6
1.1671,3.6
1.1755,3.6
1.1838,3.6
1.1922,3.6
1.2005,3.6
1.2088,3.6
1.2172,3.6
1.2255,3.6
1.2339,3.6
1.2422,3.6
1.2505,6.0
1.2589,6.0
1.2672,6.0
1.2756,6.0
1.2839,6.0
1.2923,6.0
1.3006,6.0
1.3089,6.0
1.3173,6.0
1.3256,6.0
1.334,6.0
1.3423,6.0
1.3506,6.0
1.359,22.6
1.3673,22.6
1.3757,22.6
1.384,22.6
1.3924,22.6
1.4007,22.6
1.409,22.6
1.4174,22.6
1.4257,22.6
1.4341,22.6
1.4424,22.6
1.4507,22.6
1.4591,24.9
