experiment,run,key,value
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,minutes,80.0
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,n_train_win,1566
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,n_val_win,604
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,num_frames,16
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,stride_s,0.5
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,target,flow
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,val_trials,"15,16,25,26,5"
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,warmstart_ek100,True
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,weight_decay,0.05
pour_probe_clips_attn,attn_flow_both_lag0.7_foldC,window_s,1.0
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,arch,AttentiveClassifier
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,batch,16
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,cam,both
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,depth,4
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,embed_dim,1024
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,fold,foldD
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,heads,16
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,lag_s,0.7
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,loss,smoothl1
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,lr,0.001
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,minutes,80.0
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,n_train_win,1694
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,n_val_win,476
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,num_frames,16
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,stride_s,0.5
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,target,flow
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,val_trials,"17,18,20,22,27"
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,warmstart_ek100,True
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,weight_decay,0.05
pour_probe_clips_attn,attn_flow_both_lag0.7_foldD,window_s,1.0
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,arch,AttentiveClassifier
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,batch,16
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,cam,both
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,dataset,clips
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,depth,4
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,embed_dim,1024
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,fold,
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,heads,16
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,lag_s,0.7
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,loss,smoothl1
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,lr,0.001
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,minutes,90.0
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,n_train_win,1636
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,n_val_win,534
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,num_frames,16
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,stride_s,0.5
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,subset,
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,target,flow
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,val_trials,"13,21,24,8"
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,warmstart_ek100,True
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,weight_decay,0.05
pour_probe_clips_attn,attn_flow_both_lag0.7_fromSoW,window_s,1.0
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,arch,AttentiveClassifier
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,batch,16
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,cam,both
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,depth,4
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,embed_dim,1024
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,heads,16
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,lag_s,0.7
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,loss,mse
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,lr,0.001
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,minutes,120.0
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,n_train_win,1636
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,n_val_win,534
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,num_frames,16
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,stride_s,0.5
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,target,flow
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,val_trials,"13,21,24,8"
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,warmstart_ek100,True
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,weight_decay,0.01
pour_probe_clips_attn,attn_flow_both_lag0.7_mse,window_s,1.0
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,arch,AttentiveClassifier
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,batch,16
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,cam,both
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,depth,4
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,embed_dim,1024
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,heads,16
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,lag_s,0.7
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,loss,mse
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,lr,0.001
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,minutes,120.0
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,n_train_win,1636
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,n_val_win,534
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,num_frames,16
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,stride_s,0.5
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,target,flow
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,val_trials,"13,21,24,8"
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,warmstart_ek100,False
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,weight_decay,0.01
pour_probe_clips_attn,attn_flow_both_lag0.7_mse_noWS,window_s,1.0
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,arch,AttentiveClassifier
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,batch,16
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,cam,both
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,depth,4
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,embed_dim,1024
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,fold,
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,heads,16
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,lag_s,0.7
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,loss,smoothl1
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,lr,0.001
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,minutes,80.0
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,n_train_win,1636
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,n_val_win,534
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,num_frames,16
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,stride_s,0.5
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,target,flow
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,val_trials,"13,21,24,8"
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,warmstart_ek100,False
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,weight_decay,0.05
pour_probe_clips_attn,attn_flow_both_lag0.7_noWS,window_s,1.0
pour_probe_clips_attn,attn_volume_both,arch,AttentiveClassifier
pour_probe_clips_attn,attn_volume_both,batch,16
pour_probe_clips_attn,attn_volume_both,cam,both
pour_probe_clips_attn,attn_volume_both,depth,4
pour_probe_clips_attn,attn_volume_both,embed_dim,1024
pour_probe_clips_attn,attn_volume_both,fold,
pour_probe_clips_attn,attn_volume_both,heads,16
pour_probe_clips_attn,attn_volume_both,lag_s,0.0
pour_probe_clips_attn,attn_volume_both,loss,smoothl1
pour_probe_clips_attn,attn_volume_both,lr,0.001
pour_probe_clips_attn,attn_volume_both,minutes,80.0
pour_probe_clips_attn,attn_volume_both,n_train_win,1636
pour_probe_clips_attn,attn_volume_both,n_val_win,534
pour_probe_clips_attn,attn_volume_both,num_frames,16
pour_probe_clips_attn,attn_volume_both,stride_s,0.5
pour_probe_clips_attn,attn_volume_both,target,volume
pour_probe_clips_attn,attn_volume_both,val_trials,"13,21,24,8"
pour_probe_clips_attn,attn_volume_both,warmstart_ek100,True
pour_probe_clips_attn,attn_volume_both,weight_decay,0.05
pour_probe_clips_attn,attn_volume_both,window_s,1.0
pour_probe_clips_attn,attn_volume_both_volA,arch,AttentiveClassifier
pour_probe_clips_attn,attn_volume_both_volA,batch,16
pour_probe_clips_attn,attn_volume_both_volA,cam,both
pour_probe_clips_attn,attn_volume_both_volA,dataset,clips
pour_probe_clips_attn,attn_volume_both_volA,depth,4
pour_probe_clips_attn,attn_volume_both_volA,embed_dim,1024
pour_probe_clips_attn,attn_volume_both_volA,fold,volA
pour_probe_clips_attn,attn_volume_both_volA,heads,16
pour_probe_clips_attn,attn_volume_both_volA,lag_s,0.0
pour_probe_clips_attn,attn_volume_both_volA,loss,smoothl1
pour_probe_clips_attn,attn_volume_both_volA,lr,0.001
pour_probe_clips_attn,attn_volume_both_volA,minutes,80.0
pour_probe_clips_attn,attn_volume_both_volA,n_train_win,1636
pour_probe_clips_attn,attn_volume_both_volA,n_val_win,534
pour_probe_clips_attn,attn_volume_both_volA,num_frames,16
pour_probe_clips_attn,attn_volume_both_volA,stride_s,0.5
pour_probe_clips_attn,attn_volume_both_volA,subset,
pour_probe_clips_attn,attn_volume_both_volA,target,volume
pour_probe_clips_attn,attn_volume_both_volA,val_trials,"13,21,24,8"
pour_probe_clips_attn,attn_volume_both_volA,warmstart_ek100,True
pour_probe_clips_attn,attn_volume_both_volA,weight_decay,0.05
pour_probe_clips_attn,attn_volume_both_volA,window_s,1.0
pour_probe_clips_attn,attn_volume_both_volB,arch,AttentiveClassifier
pour_probe_clips_attn,attn_volume_both_volB,batch,16
pour_probe_clips_attn,attn_volume_both_volB,cam,both
pour_probe_clips_attn,attn_volume_both_volB,dataset,clips
pour_probe_clips_attn,attn_volume_both_volB,depth,4
pour_probe_clips_attn,attn_volume_both_volB,embed_dim,1024
pour_probe_clips_attn,attn_volume_both_volB,fold,volB
pour_probe_clips_attn,attn_volume_both_volB,heads,16
pour_probe_clips_attn,attn_volume_both_volB,lag_s,0.0
pour_probe_clips_attn,attn_volume_both_volB,loss,smoothl1
pour_probe_clips_attn,attn_volume_both_volB,lr,0.001
pour_probe_clips_attn,attn_volume_both_volB,minutes,80.0
pour_probe_clips_attn,attn_volume_both_volB,n_train_win,1614
pour_probe_clips_attn,attn_volume_both_volB,n_val_win,556
pour_probe_clips_attn,attn_volume_both_volB,num_frames,16
pour_probe_clips_attn,attn_volume_both_volB,stride_s,0.5
pour_probe_clips_attn,attn_volume_both_volB,subset,
pour_probe_clips_attn,attn_volume_both_volB,target,volume
pour_probe_clips_attn,attn_volume_both_volB,val_trials,"11,12,7,9"
pour_probe_clips_attn,attn_volume_both_volB,warmstart_ek100,True
pour_probe_clips_attn,attn_volume_both_volB,weight_decay,0.05
pour_probe_clips_attn,attn_volume_both_volB,window_s,1.0
pour_probe_clips_attn,attn_volume_both_volC,arch,AttentiveClassifier
pour_probe_clips_attn,attn_volume_both_volC,batch,16
pour_probe_clips_attn,attn_volume_both_volC,cam,both
pour_probe_clips_attn,attn_volume_both_volC,dataset,clips
pour_probe_clips_attn,attn_volume_both_volC,depth,4
pour_probe_clips_attn,attn_volume_both_volC,embed_dim,1024
pour_probe_clips_attn,attn_volume_both_volC,fold,volC
pour_probe_clips_attn,attn_volume_both_volC,heads,16
pour_probe_clips_attn,attn_volume_both_volC,lag_s,0.0
pour_probe_clips_attn,attn_volume_both_volC,loss,smoothl1
pour_probe_clips_attn,attn_volume_both_volC,lr,0.001
pour_probe_clips_attn,attn_volume_both_volC,minutes,80.0
pour_probe_clips_attn,attn_volume_both_volC,n_train_win,1566
pour_probe_clips_attn,attn_volume_both_volC,n_val_win,604
pour_probe_clips_attn,attn_volume_both_volC,num_frames,16
pour_probe_clips_attn,attn_volume_both_volC,stride_s,0.5
pour_probe_clips_attn,attn_volume_both_volC,subset,
pour_probe_clips_attn,attn_volume_both_volC,target,volume
pour_probe_clips_attn,attn_volume_both_volC,val_trials,"15,16,25,26,5"
pour_probe_clips_attn,attn_volume_both_volC,warmstart_ek100,True
pour_probe_clips_attn,attn_volume_both_volC,weight_decay,0.05
pour_probe_clips_attn,attn_volume_both_volC,window_s,1.0
pour_probe_clips_attn,attn_volume_both_volD,arch,AttentiveClassifier
pour_probe_clips_attn,attn_volume_both_volD,batch,16
pour_probe_clips_attn,attn_volume_both_volD,cam,both
pour_probe_clips_attn,attn_volume_both_volD,dataset,clips
pour_probe_clips_attn,attn_volume_both_volD,depth,4
pour_probe_clips_attn,attn_volume_both_volD,embed_dim,1024
pour_probe_clips_attn,attn_volume_both_volD,fold,volD
pour_probe_clips_attn,attn_volume_both_volD,heads,16
pour_probe_clips_attn,attn_volume_both_volD,lag_s,0.0
pour_probe_clips_attn,attn_volume_both_volD,loss,smoothl1
pour_probe_clips_attn,attn_volume_both_volD,lr,0.001
pour_probe_clips_attn,attn_volume_both_volD,minutes,80.0
pour_probe_clips_attn,attn_volume_both_volD,n_train_win,1694
pour_probe_clips_attn,attn_volume_both_volD,n_val_win,476
pour_probe_clips_attn,attn_volume_both_volD,num_frames,16
pour_probe_clips_attn,attn_volume_both_volD,stride_s,0.5
pour_probe_clips_attn,attn_volume_both_volD,subset,
pour_probe_clips_attn,attn_volume_both_volD,target,volume
pour_probe_clips_attn,attn_volume_both_volD,val_trials,"17,18,20,22,27"
pour_probe_clips_attn,attn_volume_both_volD,warmstart_ek100,True
pour_probe_clips_attn,attn_volume_both_volD,weight_decay,0.05
pour_probe_clips_attn,attn_volume_both_volD,window_s,1.0
pour_probe_sow_attn,attn_flow_sowS2_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_flow_sowS2_v,batch,16
pour_probe_sow_attn,attn_flow_sowS2_v,cam,CAM2
pour_probe_sow_attn,attn_flow_sowS2_v,dataset,sow
pour_probe_sow_attn,attn_flow_sowS2_v,depth,4
pour_probe_sow_attn,attn_flow_sowS2_v,embed_dim,1024
pour_probe_sow_attn,attn_flow_sowS2_v,fold,
pour_probe_sow_attn,attn_flow_sowS2_v,heads,16
pour_probe_sow_attn,attn_flow_sowS2_v,lag_s,0.0
pour_probe_sow_attn,attn_flow_sowS2_v,loss,smoothl1
pour_probe_sow_attn,attn_flow_sowS2_v,lr,0.0003
pour_probe_sow_attn,attn_flow_sowS2_v,minutes,45.0
pour_probe_sow_attn,attn_flow_sowS2_v,n_train_win,4757
pour_probe_sow_attn,attn_flow_sowS2_v,n_val_win,1273
pour_probe_sow_attn,attn_flow_sowS2_v,num_frames,16
pour_probe_sow_attn,attn_flow_sowS2_v,stride_s,0.5
pour_probe_sow_attn,attn_flow_sowS2_v,subset,S2
pour_probe_sow_attn,attn_flow_sowS2_v,target,flow
pour_probe_sow_attn,attn_flow_sowS2_v,val_trials,"container_3,container_7"
pour_probe_sow_attn,attn_flow_sowS2_v,warmstart_ek100,True
pour_probe_sow_attn,attn_flow_sowS2_v,weight_decay,0.1
pour_probe_sow_attn,attn_flow_sowS2_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS1_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS1_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS1_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS1_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS1_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS1_v,batch,16
pour_probe_sow_attn,attn_volume_sowS1_v,batch,16
pour_probe_sow_attn,attn_volume_sowS1_v,batch,16
pour_probe_sow_attn,attn_volume_sowS1_v,batch,16
pour_probe_sow_attn,attn_volume_sowS1_v,batch,16
pour_probe_sow_attn,attn_volume_sowS1_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS1_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS1_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS1_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS1_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS1_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS1_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS1_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS1_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS1_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS1_v,depth,4
pour_probe_sow_attn,attn_volume_sowS1_v,depth,4
pour_probe_sow_attn,attn_volume_sowS1_v,depth,4
pour_probe_sow_attn,attn_volume_sowS1_v,depth,4
pour_probe_sow_attn,attn_volume_sowS1_v,depth,4
pour_probe_sow_attn,attn_volume_sowS1_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS1_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS1_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS1_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS1_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS1_v,fold,
pour_probe_sow_attn,attn_volume_sowS1_v,fold,
pour_probe_sow_attn,attn_volume_sowS1_v,fold,
pour_probe_sow_attn,attn_volume_sowS1_v,fold,
pour_probe_sow_attn,attn_volume_sowS1_v,fold,
pour_probe_sow_attn,attn_volume_sowS1_v,heads,16
pour_probe_sow_attn,attn_volume_sowS1_v,heads,16
pour_probe_sow_attn,attn_volume_sowS1_v,heads,16
pour_probe_sow_attn,attn_volume_sowS1_v,heads,16
pour_probe_sow_attn,attn_volume_sowS1_v,heads,16
pour_probe_sow_attn,attn_volume_sowS1_v,lag_s,0.0
pour_probe_sow_attn,attn_volume_sowS1_v,lag_s,0.0
pour_probe_sow_attn,attn_volume_sowS1_v,lag_s,0.0
pour_probe_sow_attn,attn_volume_sowS1_v,lag_s,0.0
pour_probe_sow_attn,attn_volume_sowS1_v,lag_s,0.0
pour_probe_sow_attn,attn_volume_sowS1_v,loss,smoothl1
pour_probe_sow_attn,attn_volume_sowS1_v,loss,smoothl1
pour_probe_sow_attn,attn_volume_sowS1_v,loss,smoothl1
pour_probe_sow_attn,attn_volume_sowS1_v,loss,smoothl1
pour_probe_sow_attn,attn_volume_sowS1_v,loss,smoothl1
pour_probe_sow_attn,attn_volume_sowS1_v,lr,0.0003
pour_probe_sow_attn,attn_volume_sowS1_v,lr,0.001
pour_probe_sow_attn,attn_volume_sowS1_v,lr,0.001
pour_probe_sow_attn,attn_volume_sowS1_v,lr,0.0003
pour_probe_sow_attn,attn_volume_sowS1_v,lr,0.001
pour_probe_sow_attn,attn_volume_sowS1_v,minutes,45.0
pour_probe_sow_attn,attn_volume_sowS1_v,minutes,12.0
pour_probe_sow_attn,attn_volume_sowS1_v,minutes,2.0
pour_probe_sow_attn,attn_volume_sowS1_v,minutes,45.0
pour_probe_sow_attn,attn_volume_sowS1_v,minutes,90.0
pour_probe_sow_attn,attn_volume_sowS1_v,n_train_win,2912
pour_probe_sow_attn,attn_volume_sowS1_v,n_train_win,2912
pour_probe_sow_attn,attn_volume_sowS1_v,n_train_win,3387
pour_probe_sow_attn,attn_volume_sowS1_v,n_train_win,2912
pour_probe_sow_attn,attn_volume_sowS1_v,n_train_win,3387
pour_probe_sow_attn,attn_volume_sowS1_v,n_val_win,1273
pour_probe_sow_attn,attn_volume_sowS1_v,n_val_win,1273
pour_probe_sow_attn,attn_volume_sowS1_v,n_val_win,798
pour_probe_sow_attn,attn_volume_sowS1_v,n_val_win,1273
pour_probe_sow_attn,attn_volume_sowS1_v,n_val_win,798
pour_probe_sow_attn,attn_volume_sowS1_v,num_frames,16
pour_probe_sow_attn,attn_volume_sowS1_v,num_frames,16
pour_probe_sow_attn,attn_volume_sowS1_v,num_frames,16
pour_probe_sow_attn,attn_volume_sowS1_v,num_frames,16
pour_probe_sow_attn,attn_volume_sowS1_v,num_frames,16
pour_probe_sow_attn,attn_volume_sowS1_v,stride_s,0.5
pour_probe_sow_attn,attn_volume_sowS1_v,stride_s,0.5
pour_probe_sow_attn,attn_volume_sowS1_v,stride_s,0.5
pour_probe_sow_attn,attn_volume_sowS1_v,stride_s,0.5
pour_probe_sow_attn,attn_volume_sowS1_v,stride_s,0.5
pour_probe_sow_attn,attn_volume_sowS1_v,subset,S1
pour_probe_sow_attn,attn_volume_sowS1_v,subset,S1
pour_probe_sow_attn,attn_volume_sowS1_v,subset,S1
pour_probe_sow_attn,attn_volume_sowS1_v,subset,S1
pour_probe_sow_attn,attn_volume_sowS1_v,subset,S1
pour_probe_sow_attn,attn_volume_sowS1_v,target,volume
pour_probe_sow_attn,attn_volume_sowS1_v,target,volume
pour_probe_sow_attn,attn_volume_sowS1_v,target,volume
pour_probe_sow_attn,attn_volume_sowS1_v,target,volume
pour_probe_sow_attn,attn_volume_sowS1_v,target,volume
pour_probe_sow_attn,attn_volume_sowS1_v,val_trials,"container_3,container_7"
pour_probe_sow_attn,attn_volume_sowS1_v,val_trials,"container_3,container_7"
pour_probe_sow_attn,attn_volume_sowS1_v,val_trials,"container_23,container_3,container_35"
pour_probe_sow_attn,attn_volume_sowS1_v,val_trials,"container_3,container_7"
pour_probe_sow_attn,attn_volume_sowS1_v,val_trials,"container_23,container_3,container_35"
pour_probe_sow_attn,attn_volume_sowS1_v,warmstart_ek100,True
pour_probe_sow_attn,attn_volume_sowS1_v,warmstart_ek100,True
pour_probe_sow_attn,attn_volume_sowS1_v,warmstart_ek100,True
pour_probe_sow_attn,attn_volume_sowS1_v,warmstart_ek100,True
pour_probe_sow_attn,attn_volume_sowS1_v,warmstart_ek100,True
pour_probe_sow_attn,attn_volume_sowS1_v,weight_decay,0.1
pour_probe_sow_attn,attn_volume_sowS1_v,weight_decay,0.05
pour_probe_sow_attn,attn_volume_sowS1_v,weight_decay,0.05
pour_probe_sow_attn,attn_volume_sowS1_v,weight_decay,0.1
pour_probe_sow_attn,attn_volume_sowS1_v,weight_decay,0.05
pour_probe_sow_attn,attn_volume_sowS1_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS1_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS1_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS1_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS1_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS2_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS2_v,batch,16
pour_probe_sow_attn,attn_volume_sowS2_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS2_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS2_v,depth,4
pour_probe_sow_attn,attn_volume_sowS2_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS2_v,fold,
pour_probe_sow_attn,attn_volume_sowS2_v,heads,16
pour_probe_sow_attn,attn_volume_sowS2_v,lag_s,0.0
pour_probe_sow_attn,attn_volume_sowS2_v,loss,smoothl1
pour_probe_sow_attn,attn_volume_sowS2_v,lr,0.0003
pour_probe_sow_attn,attn_volume_sowS2_v,minutes,45.0
pour_probe_sow_attn,attn_volume_sowS2_v,n_train_win,4757
pour_probe_sow_attn,attn_volume_sowS2_v,n_val_win,1273
pour_probe_sow_attn,attn_volume_sowS2_v,num_frames,16
pour_probe_sow_attn,attn_volume_sowS2_v,stride_s,0.5
pour_probe_sow_attn,attn_volume_sowS2_v,subset,S2
pour_probe_sow_attn,attn_volume_sowS2_v,target,volume
pour_probe_sow_attn,attn_volume_sowS2_v,val_trials,"container_3,container_7"
pour_probe_sow_attn,attn_volume_sowS2_v,warmstart_ek100,True
pour_probe_sow_attn,attn_volume_sowS2_v,weight_decay,0.1
pour_probe_sow_attn,attn_volume_sowS2_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS2o_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS2o_v,batch,16
pour_probe_sow_attn,attn_volume_sowS2o_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS2o_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS2o_v,depth,4
pour_probe_sow_attn,attn_volume_sowS2o_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS2o_v,fold,
pour_probe_sow_attn,attn_volume_sowS2o_v,heads,16
pour_probe_sow_attn,attn_volume_sowS2o_v,lag_s,0.0
pour_probe_sow_attn,attn_volume_sowS2o_v,loss,smoothl1
pour_probe_sow_attn,attn_volume_sowS2o_v,lr,0.0003
pour_probe_sow_attn,attn_volume_sowS2o_v,minutes,40.0
pour_probe_sow_attn,attn_volume_sowS2o_v,n_train_win,1036
pour_probe_sow_attn,attn_volume_sowS2o_v,n_val_win,539
pour_probe_sow_attn,attn_volume_sowS2o_v,num_frames,16
pour_probe_sow_attn,attn_volume_sowS2o_v,stride_s,0.5
pour_probe_sow_attn,attn_volume_sowS2o_v,subset,S2o
pour_probe_sow_attn,attn_volume_sowS2o_v,target,volume
pour_probe_sow_attn,attn_volume_sowS2o_v,val_trials,container_20
pour_probe_sow_attn,attn_volume_sowS2o_v,warmstart_ek100,True
pour_probe_sow_attn,attn_volume_sowS2o_v,weight_decay,0.1
pour_probe_sow_attn,attn_volume_sowS2o_v,window_s,1.0
pour_probe_sow_attn,attn_volume_sowS3_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS3_v,arch,AttentiveClassifier
pour_probe_sow_attn,attn_volume_sowS3_v,batch,16
pour_probe_sow_attn,attn_volume_sowS3_v,batch,16
pour_probe_sow_attn,attn_volume_sowS3_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS3_v,cam,CAM2
pour_probe_sow_attn,attn_volume_sowS3_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS3_v,dataset,sow
pour_probe_sow_attn,attn_volume_sowS3_v,depth,4
pour_probe_sow_attn,attn_volume_sowS3_v,depth,4
pour_probe_sow_attn,attn_volume_sowS3_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS3_v,embed_dim,1024
pour_probe_sow_attn,attn_volume_sowS3_v,fold,
pour_probe_sow_attn,attn_volume_sowS3_v,fold,
pour_probe_sow_attn,attn_volume_sowS3_v,heads,16
pour_probe_sow_attn,attn_volume_sowS3_v,heads,16
pour_probe_sow_attn,attn_volume_sowS3_v,lag_s,0.0
